name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,
Redwood R,0,5017->5018,114+04436,VID11,5017,5018,Highway,1,0.49800,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938734,40.609517,0.0 -111.938838,40.616737,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.938855,40.616737,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7800 Sout,0,5017->11123,114+04437,,5017,11123,Principal arterial,1,0.26220,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938751,40.609500,0.0 -111.943739,40.609503,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.943739,40.609520,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7800 Sout,0,5017->11124,114+04438,,5017,11124,Principal arterial,1,0.36440,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938751,40.609500,0.0 -111.931819,40.609509,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.931819,40.609526,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5017->11146,114+04439,,5017,11146,Highway,1,0.24970,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938768,40.609517,0.0 -111.938875,40.605898,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.938858,40.605898,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5018->1285,114+04440,,5018,1285,Freeway,1,0.23840,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.938856,40.616754,0.0 -111.943376,40.616471,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.943375,40.616454,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5018->1289,114+04441,,5018,1289,Freeway,1,0.26210,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.938855,40.616720,0.0 -111.933868,40.616690,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.933868,40.616707,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5018->5017,114+04442,VID12,5018,5017,Highway,1,0.49800,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938872,40.616737,0.0 -111.938768,40.609517,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.938751,40.609517,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5018->5436,114+04443,,5018,5436,Highway,1,0.50690,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938838,40.616737,0.0 -111.938725,40.624085,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.938742,40.624085,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5022->4952,114+04444,VID13,5022,4952,Major arterial,1,0.50070,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929146,40.609415,0.0 -111.929234,40.616674,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.929251,40.616674,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7800 Sout,0,5022->5524,114+04445,,5022,5524,Principal arterial,1,0.19880,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929166,40.609399,0.0 -111.925491,40.608715,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.925488,40.608731,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7800 Sout,0,5022->11124,114+04446,,5022,11124,Principal arterial,1,0.13980,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929162,40.609432,0.0 -111.931818,40.609543,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.931819,40.609526,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5022->11147,114+04447,,5022,11147,Major arterial,1,0.11900,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929180,40.609416,0.0 -111.929252,40.607692,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.929235,40.607691,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Center St,0,5027->5009,114+04448,,5027,5009,Principal arterial,1,0.15080,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910315,40.610672,0.0 -111.913173,40.610487,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.913172,40.610470,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5027->5010,114+04449,,5027,5010,Principal arterial,1,0.31237,1,35.0,857.3,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910297,40.610654,0.0 -111.910042,40.616075,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.910059,40.616076,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Center St,0,5027->11129,114+04450,,5027,11129,Principal arterial,1,0.14170,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910312,40.610638,0.0 -111.907637,40.610894,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.907639,40.610911,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5027->11150,114+04451,,5027,11150,Major arterial,1,0.23780,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910331,40.610655,0.0 -111.910349,40.607207,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.910332,40.607207,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5030->4899,114+04452,,5030,4899,Major arterial,1,0.26030,2,30.0,316.5,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909940,40.621262,0.0 -111.910042,40.625783,0.0</coordinates></LineString>","<LineString><coordinates>-111.909957,40.621262,0.0 -111.910059,40.625783,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5030->4958,114+04453,,5030,4958,Principal arterial,1,0.15809,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909974,40.621264,0.0 -111.910249,40.618531,0.0</coordinates></LineString>","<LineString><coordinates>-111.909957,40.621262,0.0 -111.910232,40.618529,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7000 Sout,0,5030->10872,114+04454,,5030,10872,Principal arterial,1,0.18159,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909958,40.621279,0.0 -111.913108,40.621111,0.0</coordinates></LineString>","<LineString><coordinates>-111.909957,40.621262,0.0 -111.913107,40.621094,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7200 Sout,0,5030->11128,114+04455,,5030,11128,Principal arterial,1,0.13451,2,29.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909960,40.621246,0.0 -111.907658,40.620840,0.0</coordinates></LineString>","<LineString><coordinates>-111.909957,40.621262,0.0 -111.907655,40.620856,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Center St,0,5034->11129,114+04456,,5034,11129,Principal arterial,1,0.27834,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.902804,40.610831,0.0 -111.907639,40.610928,0.0</coordinates></LineString>","<LineString><coordinates>-111.902804,40.610814,0.0 -111.907639,40.610911,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7200 Sout,0,5037->11128,114+04457,,5037,11128,Principal arterial,1,0.33214,2,29.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.901884,40.620845,0.0 -111.907655,40.620873,0.0</coordinates></LineString>","<LineString><coordinates>-111.901884,40.620828,0.0 -111.907655,40.620856,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5103->5820,114+04458,,5103,5820,Major arterial,1,0.57460,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929206,40.594991,0.0 -111.929250,40.603321,0.0</coordinates></LineString>","<LineString><coordinates>-111.929223,40.594991,0.0 -111.929267,40.603321,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5103->11161,114+04459,,5103,11161,Major arterial,1,0.27210,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929240,40.594991,0.0 -111.929289,40.591047,0.0</coordinates></LineString>","<LineString><coordinates>-111.929223,40.594991,0.0 -111.929272,40.591047,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5106->4804,114+04460,,5106,4804,Major arterial,1,0.26040,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910251,40.598557,0.0 -111.910290,40.602331,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.598557,0.0 -111.910307,40.602331,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5106->5117,114+04461,,5106,5117,Major arterial,1,0.74770,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910285,40.598557,0.0 -111.910242,40.587717,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.598557,0.0 -111.910225,40.587717,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
500 West,0,5106->10852,114+04462,,5106,10852,Major arterial,1,0.05510,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910271,40.598541,0.0 -111.909249,40.598366,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.598557,0.0 -111.909246,40.598382,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5109->4804,114+04463,,5109,4804,Major arterial,1,0.24890,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910332,40.605939,0.0 -111.910324,40.602331,0.0</coordinates></LineString>","<LineString><coordinates>-111.910315,40.605939,0.0 -111.910307,40.602331,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5109->11150,114+04464,,5109,11150,Major arterial,1,0.08750,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910298,40.605939,0.0 -111.910315,40.607207,0.0</coordinates></LineString>","<LineString><coordinates>-111.910315,40.605939,0.0 -111.910332,40.607207,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
8000 South,0,5109->11151,114+04465,,5109,11151,Minor arterial,1,0.19480,1,26.0,514.5,5,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910315,40.605922,0.0 -111.906610,40.605943,0.0</coordinates></LineString>","<LineString><coordinates>-111.910315,40.605939,0.0 -111.906610,40.605960,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5112->5589,114+04466,VID19,5112,5589,Highway,1,0.24540,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938730,40.587745,0.0 -111.934063,40.587764,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.934063,40.587781,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5112->11159,114+04467,,5112,11159,Highway,1,0.25630,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938730,40.587745,0.0 -111.943604,40.587745,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.943604,40.587762,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5112->11160,114+04468,,5112,11160,Highway,1,0.21280,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938713,40.587763,0.0 -111.938861,40.590845,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.938878,40.590844,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5112->11172,114+04469,VID7,5112,11172,Highway,1,0.24770,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938747,40.587762,0.0 -111.938836,40.584171,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.938819,40.584171,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
8660 S,0,5113->8002,114+04470,,5113,8002,Minor arterial,1,0.24200,1,26.0,514.5,5,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938770,40.594030,0.0 -111.943373,40.593994,0.0</coordinates></LineString>","<LineString><coordinates>-111.938770,40.594013,0.0 -111.943373,40.593977,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5113->11148,114+04471,,5113,11148,Highway,1,0.34660,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938753,40.594013,0.0 -111.938776,40.599039,0.0</coordinates></LineString>","<LineString><coordinates>-111.938770,40.594013,0.0 -111.938793,40.599039,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5113->11160,114+04472,VID10,5113,11160,Highway,1,0.21870,3,43.0,284.8,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938787,40.594014,0.0 -111.938895,40.590845,0.0</coordinates></LineString>","<LineString><coordinates>-111.938770,40.594013,0.0 -111.938878,40.590844,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5114->5589,114+04473,,5114,5589,Highway,1,0.25600,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929195,40.587811,0.0 -111.934063,40.587798,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.934063,40.587781,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5114->5592,114+04474,,5114,5592,Highway,1,0.36920,2,32.0,423.7,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929195,40.587777,0.0 -111.922175,40.587725,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.922175,40.587742,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5114->11161,114+04475,,5114,11161,Major arterial,1,0.22440,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929178,40.587794,0.0 -111.929255,40.591047,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.929272,40.591047,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5114->11173,114+04476,,5114,11173,Major arterial,1,0.23620,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929212,40.587794,0.0 -111.929263,40.584369,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.929246,40.584369,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5117->5106,114+04479,,5117,5106,Major arterial,1,0.74770,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910208,40.587717,0.0 -111.910251,40.598557,0.0</coordinates></LineString>","<LineString><coordinates>-111.910225,40.587717,0.0 -111.910268,40.598557,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5117->11255,114+04480,,5117,11255,Highway,1,0.12310,2,32.0,423.7,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910224,40.587700,0.0 -111.907885,40.587796,0.0</coordinates></LineString>","<LineString><coordinates>-111.910225,40.587717,0.0 -111.907886,40.587813,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5118->5727,114+04482,,5118,5727,Highway,1,0.11190,2,32.0,423.7,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.904260,40.587997,0.0 -111.902133,40.587983,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.902133,40.588000,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
500 West,0,5118->10854,114+04483,,5118,10854,Major arterial,1,0.09130,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.904277,40.588013,0.0 -111.904210,40.586690,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.904193,40.586691,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5118->11255,114+04484,,5118,11255,Highway,1,0.19120,2,32.0,423.7,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.904261,40.588031,0.0 -111.907887,40.587830,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.907886,40.587813,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
500 West,0,5118->11910,114+04485,,5118,11910,Major arterial,1,0.13580,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.904243,40.588014,0.0 -111.904241,40.589983,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.904258,40.589983,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9000 Sout,0,5119->5727,114+04486,,5119,5727,Highway,1,0.05800,2,32.0,423.7,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.901030,40.587988,0.0 -111.902133,40.588017,0.0</coordinates></LineString>","<LineString><coordinates>-111.901030,40.587971,0.0 -111.902133,40.588000,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5174->1357,114+04487,,5174,1357,Freeway,1,0.41710,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.913852,40.559072,0.0 -111.914285,40.565110,0.0</coordinates></LineString>","<LineString><coordinates>-111.913869,40.559071,0.0 -111.914302,40.565109,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
South Jor,0,5174->5587,114+04488,,5174,5587,Principal arterial,1,0.29610,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.913865,40.559087,0.0 -111.919256,40.560325,0.0</coordinates></LineString>","<LineString><coordinates>-111.913869,40.559071,0.0 -111.919260,40.560309,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
South Jor,0,5174->5868,114+04489,,5174,5868,Principal arterial,1,0.19430,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.913870,40.559054,0.0 -111.910188,40.558843,0.0</coordinates></LineString>","<LineString><coordinates>-111.913869,40.559071,0.0 -111.910187,40.558860,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9800 Sout,0,5175->5729,114+04490,,5175,5729,Major arterial,1,0.18530,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.904348,40.569679,0.0 -111.900825,40.569692,0.0</coordinates></LineString>","<LineString><coordinates>-111.904348,40.569696,0.0 -111.900825,40.569709,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9800 Sout,0,5175->11257,114+04491,,5175,11257,Major arterial,1,0.21170,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.904348,40.569713,0.0 -111.908371,40.569771,0.0</coordinates></LineString>","<LineString><coordinates>-111.904348,40.569696,0.0 -111.908371,40.569754,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5208->5209,114+04492,VID5,5208,5209,Highway,1,0.39990,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938676,40.562285,0.0 -111.938721,40.568083,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.938738,40.568083,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5208->5238,114+04493,,5208,5238,Highway,1,0.64070,1,38.0,929.5,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938710,40.562285,0.0 -111.938770,40.552997,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.938753,40.552997,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
South Jor,0,5208->11261,114+04494,,5208,11261,Principal arterial,1,0.21470,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938693,40.562268,0.0 -111.934612,40.562281,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.934612,40.562298,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
10400 Sou,0,5208->11282,114+04495,,5208,11282,Principal arterial,1,0.26660,1,35.0,857.3,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938693,40.562302,0.0 -111.943762,40.562264,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.943762,40.562247,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5209->1351,114+04496,,5209,1351,Freeway,1,0.25240,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.938738,40.568100,0.0 -111.943535,40.568018,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.943535,40.568001,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5209->1352,114+04497,,5209,1352,Freeway,1,0.25160,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.938739,40.568066,0.0 -111.933964,40.567859,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.933963,40.567876,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5209->5208,114+04498,VID6,5209,5208,Highway,1,0.39990,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938755,40.568083,0.0 -111.938710,40.562285,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.938693,40.562285,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5209->5211,114+04499,,5209,5211,Highway,1,0.34680,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938721,40.568083,0.0 -111.938670,40.573111,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.938687,40.573111,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5210->1348,114+04500,,5210,1348,Freeway,1,0.25250,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.938741,40.576978,0.0 -111.943542,40.577002,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.943542,40.576985,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,5210->1349,114+04501,,5210,1349,Freeway,1,0.23090,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.938741,40.576944,0.0 -111.934352,40.576853,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.934352,40.576870,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5210->5211,114+04502,,5210,5211,Highway,1,0.26560,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938758,40.576961,0.0 -111.938704,40.573111,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.938687,40.573111,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5210->11172,114+04503,,5210,11172,Highway,1,0.49740,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938724,40.576961,0.0 -111.938802,40.584171,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.938819,40.584171,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5211->5209,114+04504,,5211,5209,Highway,1,0.34680,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938704,40.573111,0.0 -111.938755,40.568083,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.938738,40.568083,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Redwood R,0,5211->5210,114+04506,,5211,5210,Highway,1,0.26560,2,39.0,446.0,2,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938670,40.573111,0.0 -111.938724,40.576961,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.938741,40.576961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9800 Sout,0,5211->11180,114+04507,,5211,11180,Major arterial,1,0.30290,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938687,40.573128,0.0 -111.944442,40.573270,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.944442,40.573253,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
9800 Sout,0,5211->11181,114+04508,,5211,11181,Major arterial,1,0.40270,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.938687,40.573094,0.0 -111.931031,40.573156,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.931031,40.573173,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,5214->6256,114+04509,,5214,6256,Major arterial,1,0.40310,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929190,40.562200,0.0 -111.929122,40.568044,0.0</coordinates></LineString>","<LineString><coordinates>-111.929207,40.562200,0.0 -111.929139,40.568044,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
