RECORDNAME,INTID,NBL2,NBL,NBT,NBR,NBR2,SBL2,SBL,SBT,SBR,SBR2,EBL2,EBL,EBT,EBR,EBR2,WBL2,WBL,WBT,WBR,WBR2,NEL,NET,NER,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD,
StLanes,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,32,,101,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,
Dest Node,32,,102,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,
StreetName,32,,500 West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,32,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,32,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Shared,32,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Width,32,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
Storage,32,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,32,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Grade,32,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Speed,32,,24,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,
Up Node,33,,,47,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,33,,,48,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,33,,,700 West,,,,,700 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,33,,,16.8333,,,,,48.9583,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,33,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,33,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,33,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,33,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,33,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,33,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,33,,,29,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,35,,41,41,41,,,70,70,70,,,3,3,3,,,4,4,4,,,,,,,,,,,,,,,,
Dest Node,35,,3,70,4,,,4,41,3,,,70,4,41,,,41,3,70,,,,,,,,,,,,,,,,
StreetName,35,,1300 West,1300 West,,,,1300 West,1300 West,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,35,,3.20833,4.41667,2.79167,,,0.75,2.45833,0.541667,,,3.625,0.208333,12.9583,,,5.75,0.166667,2.125,,,,,,,,,,,,,,,,
Lanes,35,,1,1,0,,,1,1,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,35,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,35,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,35,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,35,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,35,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,35,,32,32,32,,,32,32,32,,,21,21,21,,,21,21,21,,,,,,,,,,,,,,,,
Up Node,36,,,38,38,,,,43,,,,,,,,,,,,,,,,6,6,,,,,,,,,,
Dest Node,36,,,43,6,,,,38,,,,,,,,,,,,,,,,38,43,,,,,,,,,,
StreetName,36,,,700 West,,,,,700 West,,,,,,,,,,,,,,,,Cent,Cent,,,,,,,,,,
TurnVolume,36,,,39.375,1.66667,,,,33.8333,,,,,,,,,,,,,,,,0,1.04167,,,,,,,,,,
Lanes,36,,,2,0,,,,2,,,,,,,,,,,,,,,,7,7,,,,,,,,,,
Shared,36,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Width,36,,,12,12,,,,12,,,,,,,,,,,,,,,,12,12,,,,,,,,,,
Storage,36,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
StLanes,36,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Grade,36,,,0,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Speed,36,,,36,36,,,,36,,,,,,,,,,,,,,,,21,21,,,,,,,,,,
Up Node,37,,,,,,,67,,67,,,86,86,,,,,42,42,,,,,,,,,,,,,,,,
Dest Node,37,,,,,,,42,,86,,,67,42,,,,,86,67,,,,,,,,,,,,,,,,
StreetName,37,,,,,,,Holden St,,,,,7800 Sout,7800 Sout,,,,,Center St,,,,,,,,,,,,,,,,,
TurnVolume,37,,,,,,,0.0416667,,4.79167,,,25.75,31.2917,,,,,7.83333,0.25,,,,,,,,,,,,,,,,
Lanes,37,,,,,,,2,,0,,,2,2,,,,,2,0,,,,,,,,,,,,,,,,
Shared,37,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,37,,,,,,,12,,12,,,12,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,37,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,37,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,37,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,37,,,,,,,36,,36,,,36,36,,,,,36,36,,,,,,,,,,,,,,,,
Up Node,38,,42,42,,,,,36,,,,,,,,,,,,,,67,67,,,,,,,,,,,,
Dest Node,38,,67,36,,,,,67,,,,,,,,,,,,,,36,42,,,,,,,,,,,,
StreetName,38,,700 West,700 West,,,,,700 West,,,,,,,,,,,,,,Holden St,,,,,,,,,,,,,
TurnVolume,38,,0,16.4167,,,,,5,,,,,,,,,,,,,,24.625,0,,,,,,,,,,,,
Lanes,38,,1,1,,,,,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,
Shared,38,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
Width,38,,12,12,,,,,12,,,,,,,,,,,,,,12,12,,,,,,,,,,,,
Storage,38,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
StLanes,38,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
Grade,38,,0,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
Speed,38,,35,35,,,,,36,,,,,,,,,,,,,,36,36,,,,,,,,,,,,
Up Node,39,,116,116,116,,,40,40,40,,,109,109,109,,,110,110,110,,,,,,,,,,,,,,,,
Dest Node,39,,109,40,110,,,110,116,109,,,40,110,116,,,116,109,40,,,,,,,,,,,,,,,,
StreetName,39,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,7800 Sout,7800 Sout,,,,7800 Sout,7800 Sout,,,,,,,,,,,,,,,,,
TurnVolume,39,,4.16667,46.8333,13.625,,,7.16667,44.9583,2.04167,,,6,10.1667,13.5417,,,4.16667,2.04167,6.29167,,,,,,,,,,,,,,,,
Lanes,39,,3,3,0,,,3,3,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,39,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,39,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,39,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,39,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,39,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,39,,43,43,43,,,43,43,43,,,36,36,36,,,36,36,36,,,,,,,,,,,,,,,,
Up Node,40,,39,39,39,,,69,69,69,,,1,1,1,,,3,3,3,,,,,,,,,,,,,,,,
Dest Node,40,,1,69,3,,,3,39,1,,,69,3,39,,,39,1,69,,,,,,,,,,,,,,,,
StreetName,40,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,40,,7.375,47.1667,4.58333,,,1.25,33.8333,2.16667,,,4.79167,0.416667,12.5417,,,7.79167,0.583333,3.41667,,,,,,,,,,,,,,,,
Lanes,40,,3,3,0,,,3,3,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,40,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,40,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,40,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,40,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,40,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,40,,43,43,43,,,43,43,43,,,21,21,21,,,21,21,21,,,,,,,,,,,,,,,,
Up Node,41,,117,117,117,,,35,35,35,,,110,110,110,,,72,72,72,,,,,,,,,,,,,,,,
Dest Node,41,,110,35,72,,,72,117,110,,,35,72,117,,,117,110,35,,,,,,,,,,,,,,,,
StreetName,41,,1300 West,1300 West,,,,1300 West,1300 West,,,,7800 Sout,7800 Sout,,,,7800 Sout,7800 Sout,,,,,,,,,,,,,,,,,
TurnVolume,41,,6.70833,8.45833,25.125,,,7.79167,12.5833,0.791667,,,0.833333,24.125,6.5,,,6.41667,5.08333,1.125,,,,,,,,,,,,,,,,
Lanes,41,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,41,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,41,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,41,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,41,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,41,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,41,,32,32,32,,,32,32,32,,,36,36,36,,,36,36,36,,,,,,,,,,,,,,,,
Up Node,42,,119,119,119,,,38,38,38,,,37,37,37,,,115,115,115,,,,,,,,,,,,,,,,
Dest Node,42,,37,38,115,,,115,119,37,,,38,115,119,,,119,37,38,,,,,,,,,,,,,,,,
StreetName,42,,700 West,700 West,,,,700 West,700 West,,,,Center St,Center St,,,,Center St,Center St,,,,,,,,,,,,,,,,,
TurnVolume,42,,3.83333,13.9583,4.95833,,,4.75,24.0833,0,,,0,17.6667,13.6667,,,5.16667,4.25,2.45833,,,,,,,,,,,,,,,,
Lanes,42,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,42,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,42,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,42,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,42,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,42,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,42,,29,29,29,,,35,35,35,,,36,36,36,,,36,36,36,,,,,,,,,,,,,,,,
Up Node,43,,36,36,36,,,34,34,34,,,108,108,108,,,114,114,114,,,,,,,,,,,,,,,,
Dest Node,43,,108,34,114,,,114,36,108,,,34,114,36,,,36,108,34,,,,,,,,,,,,,,,,
StreetName,43,,700 West,700 West,,,,700 West,700 West,,,,7000 Sout,7000 Sout,,,,7200 Sout,7200 Sout,,,,,,,,,,,,,,,,,
TurnVolume,43,,10,8.25,22.1667,,,0.25,3.45833,1,,,3.04167,8,23.2083,,,8.83333,2.54167,0.291667,,,,,,,,,,,,,,,,
Lanes,43,,2,2,0,,,2,2,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,43,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,43,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,43,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,43,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,43,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,43,,36,36,36,,,30,30,30,,,36,36,36,,,29,29,29,,,,,,,,,,,,,,,,
Up Node,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,46,,,123,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,46,,,84,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,46,,,1300 West,,,,,1300 West,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,46,,,39.7083,,,,,26.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,46,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,46,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,46,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,46,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,46,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,46,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,46,,,32,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,47,,,52,52,,,33,33,,,,,,,,,104,,104,,,,,,,,,,,,,,,,
Dest Node,47,,,152,104,,,152,52,,,,,,,,,52,,152,,,,,,,,,,,,,,,,
StreetName,47,,,700 West,,,,700 West,700 West,,,,,,,,,500 West,,,,,,,,,,,,,,,,,,
TurnVolume,47,,,0,0,,,0,15.4167,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Lanes,47,,,1,0,,,1,1,,,,,,,,,1,,0,,,,,,,,,,,,,,,,
Shared,47,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Width,47,,,12,12,,,12,12,,,,,,,,,12,,12,,,,,,,,,,,,,,,,
Storage,47,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
StLanes,47,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Grade,47,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
Speed,47,,,24,24,,,29,29,,,,,,,,,24,,24,,,,,,,,,,,,,,,,
Up Node,48,,,33,33,,,119,119,,,,,,,,,120,,120,,,,,153,153,153,,,,,,,,,
Dest Node,48,,,119,120,,,120,33,,,,,,,,,33,,119,,,,,33,119,120,,,,,,,,,
StreetName,48,,,700 West,,,,700 West,700 West,,,,,,,,,8000 South,,,,,,,,,,,,,,,,,,
TurnVolume,48,,,16.2917,0.541667,,,0.666667,42.25,,,,,,,,,6.70833,,6.45833,,,,,0,0,0,,,,,,,,,
Lanes,48,,,1,0,,,1,1,,,,,,,,,1,,0,,,,,1,1,0,,,,,,,,,
Shared,48,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
Width,48,,,12,12,,,12,12,,,,,,,,,12,,12,,,,,12,12,12,,,,,,,,,
Storage,48,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
StLanes,48,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
Grade,48,,,0,0,,,0,0,,,,,,,,,0,,0,,,,,0,0,0,,,,,,,,,
Speed,48,,,29,29,,,29,29,,,,,,,,,26,,26,,,,,65,65,65,,,,,,,,,
Up Node,49,,124,124,124,,,122,122,122,,,121,121,121,,,77,77,77,,,,,,,,,,,,,,,,
Dest Node,49,,121,122,77,,,77,124,121,,,122,77,124,,,124,121,122,,,,,,,,,,,,,,,,
StreetName,49,,Redwood R,Redwood R,,,,Redwood R,Redwood R,,,,9000 Sout,9000 Sout,,,,9000 Sout,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,49,,4.08333,39.7917,13.6667,,,18.7083,41.4167,6.66667,,,19.8333,24.0833,15.125,,,3.95833,4.25,7.75,,,,,,,,,,,,,,,,
Lanes,49,,2,2,0,,,3,3,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,49,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,49,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,49,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,49,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,49,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,49,,39,39,39,,,43,43,43,,,39,39,39,,,39,39,39,,,,,,,,,,,,,,,,
Up Node,50,,122,122,,,,,118,118,,,97,,97,,,,,,,,,,,,,,,,,,,,,
Dest Node,50,,97,118,,,,,122,97,,,118,,122,,,,,,,,,,,,,,,,,,,,,
StreetName,50,,Redwood R,Redwood R,,,,,Redwood R,,,,8660 S,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,50,,1.875,66.0417,,,,,65.7917,1,,,1.91667,,1.625,,,,,,,,,,,,,,,,,,,,,
Lanes,50,,3,3,,,,,3,0,,,1,,0,,,,,,,,,,,,,,,,,,,,,
Shared,50,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,50,,12,12,,,,,12,12,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,50,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,50,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,50,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,50,,43,43,,,,,43,43,,,26,,26,,,,,,,,,,,,,,,,,,,,,
Up Node,51,,125,125,125,,,123,123,123,,,77,77,77,,,78,78,78,,,,,,,,,,,,,,,,
Dest Node,51,,77,123,78,,,78,125,77,,,123,78,125,,,125,77,123,,,,,,,,,,,,,,,,
StreetName,51,,1300 West,1300 West,,,,1300 West,1300 West,,,,9000 Sout,9000 Sout,,,,9000 Sout,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,51,,2.375,15.3333,2.375,,,11.6667,9.125,4.79167,,,16.7083,44.2083,1,,,1.33333,10.7917,4.95833,,,,,,,,,,,,,,,,
Lanes,51,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,51,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,51,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,51,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,51,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,51,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,51,,29,29,29,,,32,32,32,,,39,39,39,,,32,32,32,,,,,,,,,,,,,,,,
Up Node,52,,25,25,25,,,47,47,47,,,149,149,149,,,131,131,131,,,,,,,,,,,,,,,,
Dest Node,52,,149,150,131,,,150,25,149,,,150,131,25,,,25,149,150,,,,,,,,,,,,,,,,
StreetName,52,,Riverside,Riverside,,,,700 West,700 West,,,,9000South,9000South,,,,9000 Sout,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,52,,9.83333,0,7.91667,,,0,14.125,1.29167,,,0,32.5833,30.0833,,,0.833333,6.70833,0,,,,,,,,,,,,,,,,
Lanes,52,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,52,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,52,,12,12,12,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,52,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,52,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,52,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,52,,35,35,35,,,24,24,24,,,32,32,32,,,32,32,32,,,,,,,,,,,,,,,,
Up Node,53,,106,106,106,,,141,141,141,,,131,131,131,,,79,79,79,,,,,,,,,,,,,,,,
Dest Node,53,,131,141,79,,,79,106,131,,,141,79,106,,,106,131,141,,,,,,,,,,,,,,,,
StreetName,53,,500 West,500 West,,,,500 West,500 West,,,,9000 Sout,9000 Sout,,,,9000 Sout,9000 Sout,,,,,,,,,,,,,,,,,
TurnVolume,53,,0,5.875,7.91667,,,16,3.16667,0.958333,,,14.5417,24.4583,1.5,,,4.29167,6.58333,7.16667,,,,,,,,,,,,,,,,
Lanes,53,,1,1,0,,,1,1,0,,,2,2,0,,,2,2,0,,,,,,,,,,,,,,,,
Shared,53,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
